Taxon	Scaffold	IsPartial	Gene1	Gene2	Sep	Code	Strand1	Strand2	Type1	Type2	MOGScore	COGSim	ExprSim	GOScore
511145	7023	0	16279	1936704	-3	Convergent	+	-	1	1	0.06667		0.178	
511145	7023	0	1936704	16280	155	Divergent	-	+	1	1	0.10667		0.406	
511145	7023	0	16280	16281	223	Same	+	+	1	1	0	N	-0.033	1.000
511145	7023	0	16281	16282	118	Same	+	+	1	1	0.16667		-0.068	
511145	7023	0	16282	16283	39	Same	+	+	1	1	0.27451		0.528	
511145	7023	0	16283	16284	412	Same	+	+	1	1	0		0.436	
511145	7023	0	16284	16285	181	Same	+	+	1	1	0.21875	N	0.368	
511145	7023	0	16285	16286	82	Same	+	+	1	1	0.39394	N	0.284	
511145	7023	0	16286	16287	1	Same	+	+	1	1	0.84848		0.302	0.057
511145	7023	0	16287	16288	0	Same	+	+	1	1	0.83333		0.596	0.057
511145	7023	0	16288	16289	2	Same	+	+	1	1	0.75758		0.514	1.000
511145	7023	0	16289	16290	4	Convergent	+	-	1	1	0.48485		0.204	
511145	7023	0	16290	16291	333	Same	-	-	1	1	0		0.131	
511145	7023	0	16291	16292	28	Same	-	-	1	1	0.03636	N	0.615	1.000
511145	7023	0	16292	16293	149	Divergent	-	+	1	1	0.25287	N	0.070	1.000
511145	7023	0	16293	16294	125	Same	+	+	1	1	0.02372	N	-0.095	0.012
511145	7023	0	16294	16295	139	Convergent	+	-	1	1	0.00356		0.685	
511145	7023	0	16295	16296	182	Divergent	-	+	1	1	0.04		0.421	
511145	7023	0	16296	16297	20	Same	+	+	1	1	0.04		0.604	
511145	7023	0	16297	1936708	75	Same	+	+	1	5	0		0.038	
511145	7023	0	1936708	16298	103	Convergent	+	-	5	7	0		-0.484	
511145	7023	0	16298	16300	151	Same	-	-	7	1	0		0.001	
511145	7023	0	16300	16301	419	Divergent	-	+	1	1	0	N	0.167	1.000
511145	7023	0	16301	16302	211	Convergent	+	-	1	1	0.04545	N	0.022	1.000
511145	7023	0	16302	16303	-3	Same	-	-	1	1	0.57843	Y	0.457	1.000
511145	7023	0	16303	16304	-3	Same	-	-	1	1	0.80392	Y	0.430	0.002
511145	7023	0	16304	16305	-3	Same	-	-	1	1	0.21094	Y	0.523	0.002
511145	7023	0	16305	16306	-3	Same	-	-	1	1	0.34375	N	0.324	1.000
511145	7023	0	16306	16307	-3	Same	-	-	1	1	0.50129	N	0.292	1.000
511145	7023	0	16307	16308	42	Same	-	-	1	1	0.50129	Y	0.614	0.001
511145	7023	0	16308	16309	-3	Same	-	-	1	1	0.5035	Y	0.603	0.002
511145	7023	0	16309	16310	13	Same	-	-	1	1	0.04255	N	0.642	1.000
511145	7023	0	16310	16311	10	Same	-	-	1	1	0.4898	Y	0.592	0.004
511145	7023	0	16311	16312	-3	Same	-	-	1	1	0.31633	Y	0.625	0.004
511145	7023	0	16312	16313	-13	Same	-	-	1	1	0.79487		0.661	0.004
511145	7023	0	16313	16314	7	Same	-	-	1	1	0.24324		0.623	0.004
511145	7023	0	16314	16315	-3	Same	-	-	1	1	0.875	N	0.595	0.004
511145	7023	0	16315	16316	-10	Same	-	-	1	1	0.2093		0.749	1.000
511145	7023	0	16316	3446192	109	Divergent	-	+	1	1	0.02326		-0.039	
511145	7023	0	3446192	16317	135	Same	+	+	1	1	0.03448		0.006	
511145	7023	0	16317	16318	715	Convergent	+	-	1	1	0		-0.042	
511145	7023	0	16318	16319	218	Same	-	-	1	1	0		0.280	1.000
511145	7023	0	16319	16320	76	Same	-	-	1	1	0.07576	N	0.069	1.000
511145	7023	0	16320	16321	0	Same	-	-	1	1	0.01515	N	0.511	0.011
511145	7023	0	16321	16322	74	Same	-	-	1	1	0.01887	N	0.043	1.000
511145	7023	0	16322	16323	112	Same	-	-	1	1	0.06604	N	-0.077	1.000
511145	7023	0	16323	1936711	335	Divergent	-	+	1	6	0		-0.114	
511145	7023	0	1936711	16324	312	Same	+	+	6	1	0		-0.117	
511145	7023	0	16324	16325	17	Same	+	+	1	1	0.55814	Y	0.640	1.000
511145	7023	0	16325	16326	200	Convergent	+	-	1	1	0.62857	Y	0.133	0.011
511145	7023	0	16326	16327	167	Divergent	-	+	1	1	0	Y	-0.037	0.007
511145	7023	0	16327	16328	-3	Same	+	+	1	1	0.45455	Y	0.628	0.014
511145	7023	0	16328	16329	196	Same	+	+	1	1	0.27273	N	0.327	1.000
511145	7023	0	16329	16330	0	Same	+	+	1	1	0.8	Y	0.559	0.001
511145	7023	0	16330	16331	-3	Same	+	+	1	1	0.17391	Y	0.561	1.000
511145	7023	0	16331	16332	31	Same	+	+	1	1	0.17391	Y	0.492	1.000
511145	7023	0	16332	16333	74	Convergent	+	-	1	1	0		0.234	
511145	7023	0	16333	16334	5	Same	-	-	1	1	0		0.394	
511145	7023	0	16334	1936712	1	Same	-	-	1	7	0		0.676	
511145	7023	0	1936712	16336	-66	Same	-	-	7	1	0		0.694	
511145	7023	0	16336	16337	-3	Same	-	-	1	1	0		0.438	
511145	7023	0	16337	16338	149	Same	-	-	1	1	0		-0.332	
511145	7023	0	16338	16339	147	Divergent	-	+	1	1	0.0274	N	0.575	1.000
511145	7023	0	16339	16340	128	Convergent	+	-	1	1	0	N	-0.142	1.000
511145	7023	0	16340	3446193	425	Same	-	-	1	1	0		0.507	
511145	7023	0	3446193	16341	128	Divergent	-	+	1	1	0		-0.187	
511145	7023	0	16341	16342	234	Same	+	+	1	1	0	Y	0.805	0.001
511145	7023	0	16342	16343	0	Same	+	+	1	1	0.03448	N	0.735	1.000
511145	7023	0	16343	16344	54	Convergent	+	-	1	1	0		0.044	1.000
511145	7023	0	16344	16345	179	Divergent	-	+	1	7	0		0.109	
511145	7023	0	16345	16346	42	Convergent	+	-	7	1	0		0.183	
511145	7023	0	16346	16347	5	Same	-	-	1	1	0.39583	N	0.829	1.000
511145	7023	0	16347	16348	273	Divergent	-	+	1	1	0	N	0.735	1.000
511145	7023	0	16348	16349	-10	Same	+	+	1	1	0.64957	N	0.860	0.001
511145	7023	0	16349	16350	-3	Same	+	+	1	1	0.54688	N	0.831	0.056
511145	7023	0	16350	16351	193	Same	+	+	1	1	0		0.220	
511145	7023	0	16351	1936717	13	Same	+	+	1	7	0		0.141	
511145	7023	0	1936717	16352	41	Convergent	+	-	7	1	0		0.009	
511145	7023	0	16352	16353	18	Same	-	-	1	1	0.25	Y	0.462	1.000
511145	7023	0	16353	16354	57	Same	-	-	1	1	0.0597	N	0.522	1.000
511145	7023	0	16354	16355	15	Same	-	-	1	1	0.08955	N	0.326	1.000
511145	7023	0	16355	16356	220	Same	-	-	1	1	0		0.055	1.000
511145	7023	0	16356	16357	100	Same	-	-	1	1	0.00532		0.065	1.000
511145	7023	0	16357	16358	279	Divergent	-	+	1	1	0.00794		0.103	1.000
511145	7023	0	16358	16359	39	Convergent	+	-	1	1	0.00794		0.131	
511145	7023	0	16359	16360	308	Divergent	-	+	1	1	0		0.519	
511145	7023	0	16360	16361	4	Same	+	+	1	1	0.37838	Y	0.836	
511145	7023	0	16361	16362	0	Same	+	+	1	1	0.21986	Y	0.823	
511145	7023	0	16362	16363	-3	Same	+	+	1	1	0.44681	Y	0.625	1.000
511145	7023	0	16363	16364	0	Same	+	+	1	1	0.03061	N	0.480	1.000
511145	7023	0	16364	1936721	-3	Same	+	+	1	1	0.15789	N	0.408	0.095
511145	7023	0	1936721	16365	0	Same	+	+	1	1	0.22581		0.241	
511145	7023	0	16365	16366	-6	Convergent	+	-	1	1	0.06452		0.143	
511145	7023	0	16366	16367	110	Same	-	-	1	1	0.00535		-0.053	
511145	7023	0	16367	16368	-3	Same	-	-	1	1	0.28342	N	0.343	0.001
511145	7023	0	16368	16369	0	Same	-	-	1	1	0.1712	Y	0.663	0.001
511145	7023	0	16369	16370	15	Same	-	-	1	1	0.27989		0.357	
511145	7023	0	16370	16371	-3	Same	-	-	1	1	0.35519		0.412	
511145	7023	0	16371	16372	89	Same	-	-	1	1	0.28142	Y	0.377	1.000
511145	7023	0	16372	16373	79	Same	-	-	1	1	0.04324		0.031	
511145	7023	0	16373	16374	55	Same	-	-	1	1	0.07692		0.287	
511145	7023	0	16374	16375	65	Divergent	-	+	1	1	0.04396		0.069	1.000
511145	7023	0	16375	16376	188	Same	+	+	1	1	0		0.201	1.000
511145	7023	0	16376	16377	71	Convergent	+	-	1	1	0		0.407	1.000
511145	7023	0	16377	16378	138	Divergent	-	+	1	1	0		0.072	1.000
511145	7023	0	16378	16379	103	Same	+	+	1	1	0		0.386	
511145	7023	0	16379	16380	273	Convergent	+	-	1	1	0		0.388	
511145	7023	0	16380	16381	209	Divergent	-	+	1	1	0		0.459	
511145	7023	0	16381	16382	56	Same	+	+	1	1	0		0.491	
511145	7023	0	16382	16383	84	Convergent	+	-	1	1	0		0.068	1.000
511145	7023	0	16383	16384	7	Same	-	-	1	1	0.43716	Y	0.830	0.002
511145	7023	0	16384	16385	164	Same	-	-	1	1	0.71264	Y	0.800	0.002
511145	7023	0	16385	16386	-3	Same	-	-	1	1	0.21104	Y	0.905	0.007
511145	7023	0	16386	16387	-3	Same	-	-	1	1	0.26948	Y	0.880	0.004
511145	7023	0	16387	16388	12	Same	-	-	1	1	0.42784	Y	0.874	0.007
511145	7023	0	16388	16389	15	Same	-	-	1	1	0.42268	Y	0.907	0.007
511145	7023	0	16389	16390	-3	Same	-	-	1	1	0.664	Y	0.845	0.007
511145	7023	0	16390	16391	53	Same	-	-	1	1	0.17994	Y	0.915	0.004
511145	7023	0	16391	16392	-3	Same	-	-	1	1	0.18584	Y	0.895	0.007
511145	7023	0	16392	16393	3	Same	-	-	1	1	0.40722	Y	0.902	0.007
511145	7023	0	16393	16394	106	Same	-	-	1	1	0.69082	Y	0.865	0.004
511145	7023	0	16394	16395	16	Same	-	-	1	1	0.37681	Y	0.901	0.004
511145	7023	0	16395	16396	631	Same	-	-	1	1	0	N	-0.002	1.000
511145	7023	0	16396	16397	920	Divergent	-	+	1	1	0	N	-0.032	1.000
511145	7023	0	16397	16398	84	Same	+	+	1	1	0.10406		0.358	1.000
511145	7023	0	16398	16399	59	Convergent	+	-	1	1	0.0439		0.134	1.000
511145	7023	0	16399	16400	87	Same	-	-	1	1	0.30769		-0.094	1.000
511145	7023	0	16400	16401	11	Same	-	-	1	1	0.375		0.607	
511145	7023	0	16401	16402	83	Same	-	-	1	1	0.22078		0.041	
511145	7023	0	16402	16403	338	Divergent	-	+	1	1	0.11688		0.028	
511145	7023	0	16403	16404	75	Same	+	+	1	1	0.63415		0.755	1.000
511145	7023	0	16404	16405	190	Same	+	+	1	1	0		-0.054	1.000
511145	7023	0	16405	16406	33	Convergent	+	-	1	1	0		-0.312	1.000
511145	7023	0	16406	16407	58	Same	-	-	1	1	0.14286		0.746	0.009
511145	7023	0	16407	16408	53	Same	-	-	1	1	0.09184		0.012	
511145	7023	0	16408	16409	136	Divergent	-	+	1	1	0.06452	Y	0.357	
511145	7023	0	16409	16410	57	Same	+	+	1	1	0.0122	N	-0.045	1.000
511145	7023	0	16410	16411	21	Same	+	+	1	1	0.12195		0.432	1.000
511145	7023	0	16411	16412	48	Convergent	+	-	1	1	0		0.263	
511145	7023	0	16412	16413	197	Same	-	-	1	1	0		0.199	
511145	7023	0	16413	16414	8	Same	-	-	1	1	0.64286	Y	0.569	1.000
511145	7023	0	16414	16415	-3	Same	-	-	1	1	0.9	Y	0.542	0.015
511145	7023	0	16415	16416	90	Same	-	-	1	1	0.83333	Y	0.650	0.057
511145	7023	0	16416	16417	221	Same	-	-	1	1	0	Y	0.493	0.011
511145	7023	0	16417	16418	266	Same	-	-	1	1	0	N	0.006	1.000
511145	7023	0	16418	16419	95	Same	-	-	1	1	0.05596	N	0.333	1.000
511145	7023	0	16419	16420	37	Same	-	-	1	1	0.26246		0.803	1.000
511145	7023	0	16420	16421	259	Same	-	-	1	1	0.11584		-0.106	
511145	7023	0	16421	16422	-10	Same	-	-	1	1	0.21581		0.258	
511145	7023	0	16422	16423	70	Same	-	-	1	1	0.38316	N	0.433	1.000
511145	7023	0	16423	16424	156	Same	-	-	1	1	0.02032		0.463	
511145	7023	0	16424	16425	83	Same	-	-	1	1	0.03803		0.444	
511145	7023	0	16425	16426	0	Same	-	-	1	1	0.04006	N	0.518	1.000
511145	7023	0	16426	16427	66	Same	-	-	1	1	0.09707	Y	0.666	0.008
511145	7023	0	16427	16428	99	Divergent	-	+	1	1	0.04969		0.199	
511145	7023	0	16428	16429	-3	Convergent	+	-	1	1	0.17647		0.066	
511145	7023	0	16429	16430	265	Same	-	-	1	1	0	N	-0.144	1.000
511145	7023	0	16430	16431	159	Divergent	-	+	1	1	0.12174	N	0.264	1.000
511145	7023	0	16431	16432	121	Convergent	+	-	1	1	0.05		0.137	
511145	7023	0	16432	16433	34	Same	-	-	1	1	0.42529		0.609	
511145	7023	0	16433	16434	0	Same	-	-	1	1	0.15278		0.673	
511145	7023	0	16434	16435	0	Same	-	-	1	1	0.15972		0.670	1.000
511145	7023	0	16435	16436	4	Same	-	-	1	1	0.02451	N	0.793	1.000
511145	7023	0	16436	16437	35	Same	-	-	1	1	0.08106	N	0.435	1.000
511145	7023	0	16437	16438	166	Divergent	-	+	1	1	0.16		0.040	
511145	7023	0	16438	16439	71	Convergent	+	-	1	1	0		0.246	
511145	7023	0	16439	16440	2	Same	-	-	1	1	0		0.055	1.000
511145	7023	0	16440	16441	-3	Same	-	-	1	1	0.28571	Y	0.158	0.009
511145	7023	0	16441	16442	-3	Same	-	-	1	1	0.57143	Y	0.439	0.009
511145	7023	0	16442	16443	0	Same	-	-	1	1	0.33333	Y	0.571	1.000
511145	7023	0	16443	3446195	20	Same	-	-	1	7	0		0.723	
511145	7023	0	3446195	16445	82	Same	-	-	7	1	0		0.689	
511145	7023	0	16445	16446	681	Same	-	-	1	1	0	N	0.153	1.000
511145	7023	0	16446	16447	203	Same	-	-	1	1	0	N	0.430	1.000
511145	7023	0	16447	16448	0	Same	-	-	1	1	0.43017	Y	0.863	1.000
511145	7023	0	16448	16449	181	Same	-	-	1	1	0.06145		0.179	
511145	7023	0	16449	16450	372	Divergent	-	+	1	1	0		0.131	
511145	7023	0	16450	16451	366	Same	+	+	1	1	0		0.040	
511145	7023	0	16451	16452	182	Convergent	+	-	1	1	0		-0.250	
511145	7023	0	16452	16453	294	Divergent	-	+	1	1	0.01408	N	0.077	0.094
511145	7023	0	16453	1936740	76	Same	+	+	1	5	0		-0.269	
511145	7023	0	1936740	16454	162	Same	+	+	5	1	0		0.067	
511145	7023	0	16454	16455	153	Same	+	+	1	1	0		-0.021	1.000
511145	7023	0	16455	16456	-3	Same	+	+	1	1	0		0.671	
511145	7023	0	16456	16457	-3	Same	+	+	1	1	0		0.773	
511145	7023	0	16457	16458	353	Same	+	+	1	7	0		-0.119	
511145	7023	0	16458	16459	-28	Convergent	+	-	7	1	0		0.292	
511145	7023	0	16459	16460	27	Same	-	-	1	7	0		0.408	
511145	7023	0	16460	16461	-4	Same	-	-	7	7	0		0.355	
511145	7023	0	16461	16462	0	Same	-	-	7	1	0		0.420	
511145	7023	0	16462	16463	-3	Same	-	-	1	7	0		0.442	
511145	7023	0	16463	16464	19	Divergent	-	+	7	1	0		0.357	
511145	7023	0	16464	16465	66	Same	+	+	1	1	0.23333		0.511	
511145	7023	0	16465	16466	128	Same	+	+	1	1	0.03906		0.495	
511145	7023	0	16466	16467	-9	Same	+	+	1	1	0		0.364	
511145	7023	0	16467	16468	0	Same	+	+	1	1	0		0.369	
511145	7023	0	16468	1936745	3	Same	+	+	1	7	0			
511145	7023	0	1936745	1936746	79	Same	+	+	7	1	0			
511145	7023	0	1936746	3446197	74	Same	+	+	1	8	0		-0.042	
511145	7023	0	3446197	16469	96	Convergent	+	-	8	1	0		-0.115	
511145	7023	0	16469	16470	218	Divergent	-	+	1	1	0.07692	N	0.340	1.000
511145	7023	0	16470	16471	18	Same	+	+	1	1	0.08333	Y	0.443	1.000
511145	7023	0	16471	16472	108	Convergent	+	-	1	1	0		0.213	1.000
511145	7023	0	16472	16473	0	Same	-	-	1	1	1		0.503	1.000
511145	7023	0	16473	16474	416	Divergent	-	+	1	1	0	N	0.022	1.000
511145	7023	0	16474	16475	5	Same	+	+	1	1	0	Y	0.351	0.011
511145	7023	0	16475	16476	56	Convergent	+	-	1	1	0	N	-0.018	1.000
511145	7023	0	16476	16477	74	Same	-	-	1	1	0		0.289	1.000
511145	7023	0	16477	16478	70	Same	-	-	1	1	0		0.210	1.000
511145	7023	0	16478	16479	54	Same	-	-	1	1	0.13445	N	0.515	1.000
511145	7023	0	16479	16480	513	Same	-	-	1	1	0		0.314	
511145	7023	0	16480	16481	296	Divergent	-	+	1	1	0		0.405	
511145	7023	0	16481	16482	77	Convergent	+	-	1	1	0		0.268	
511145	7023	0	16482	16483	353	Divergent	-	+	1	1	0		0.076	
511145	7023	0	16483	7497359	356	Same	+	+	1	1	0			
511145	7023	0	7497359	16484	65	Convergent	+	-	1	1	0			
511145	7023	0	16484	16485	376	Divergent	-	+	1	1	0	N	-0.094	1.000
511145	7023	0	16485	16486	15	Same	+	+	1	1	0.74359	Y	0.191	0.014
511145	7023	0	16486	16487	13	Same	+	+	1	1	0.05128	Y	0.310	0.073
511145	7023	0	16487	16488	3	Convergent	+	-	1	1	0.17391	N	0.076	1.000
511145	7023	0	16488	16489	25	Same	-	-	1	1	0.57143	Y	0.061	1.000
511145	7023	0	16489	16490	0	Same	-	-	1	1	0.00905	N	0.491	0.022
511145	7023	0	16490	16491	15	Same	-	-	1	1	0.01131	N	0.121	1.000
511145	7023	0	16491	16492	22	Same	-	-	1	1	0.875	Y	0.165	0.012
511145	7023	0	16492	16493	219	Same	-	-	1	1	0.09091	Y	0.097	1.000
511145	7023	0	16493	16494	204	Divergent	-	+	1	1	0	N	0.050	1.000
511145	7023	0	16494	16495	115	Same	+	+	1	1	0		0.413	
511145	7023	0	16495	16497	141	Convergent	+	-	1	1	0.05755		0.476	
511145	7023	0	16497	16498	336	Divergent	-	+	1	1	0	N	-0.358	0.066
511145	7023	0	16498	16499	87	Same	+	+	1	1	0		0.087	1.000
511145	7023	0	16499	16500	200	Convergent	+	-	1	1	0		0.175	1.000
511145	7023	0	16500	1936751	209	Same	-	-	1	5	0			
511145	7023	0	1936751	1936752	40	Same	-	-	5	5	0			
511145	7023	0	1936752	16501	236	Divergent	-	+	5	1	0			
511145	7023	0	16501	16502	2	Same	+	+	1	1	0		0.452	0.005
511145	7023	0	16502	16503	52	Convergent	+	-	1	1	0.01365		-0.032	1.000
511145	7023	0	16503	1936754	259	Divergent	-	+	1	5	0			
511145	7023	0	1936754	1936755	45	Same	+	+	5	5	0			
511145	7023	0	1936755	1936756	47	Same	+	+	5	5	0			
511145	7023	0	1936756	1936757	5	Same	+	+	5	5	0			
511145	7023	0	1936757	16504	265	Convergent	+	-	5	1	0			
511145	7023	0	16504	16505	252	Same	-	-	1	1	0.13043		0.350	1.000
511145	7023	0	16505	16506	60	Same	-	-	1	1	0.11111		0.032	1.000
511145	7023	0	16506	16507	249	Divergent	-	+	1	1	0		0.353	
511145	7023	0	16507	16508	39	Convergent	+	-	1	1	0.05405		0.402	
511145	7023	0	16508	16509	90	Divergent	-	+	1	1	0.13008		0.207	
511145	7023	0	16509	1936758	-3	Convergent	+	-	1	1	0.05587		-0.110	
511145	7023	0	1936758	16510	2	Same	-	-	1	1	0.0172		0.575	
511145	7023	0	16510	16511	71	Same	-	-	1	1	0.00215	N	0.103	1.000
511145	7023	0	16511	16512	230	Divergent	-	+	1	1	0	N	0.123	0.015
511145	7023	0	16512	16513	185	Same	+	+	1	1	0.12177	Y	0.095	1.000
511145	7023	0	16513	16514	384	Same	+	+	1	1	0.01899	N	0.306	1.000
511145	7023	0	16514	16515	45	Same	+	+	1	1	0	Y	0.720	0.012
511145	7023	0	16515	16516	41	Same	+	+	1	1	0	Y	0.755	0.012
511145	7023	0	16516	16517	43	Convergent	+	-	1	1	0.06329	N	0.181	1.000
511145	7023	0	16517	16518	105	Divergent	-	+	1	1	0		-0.075	
511145	7023	0	16518	16519	33	Same	+	+	1	1	0		0.199	
511145	7023	0	16519	16520	189	Convergent	+	-	1	1	0		0.169	
511145	7023	0	16520	16521	134	Same	-	-	1	1	0.04854	N	0.822	1.000
511145	7023	0	16521	1936759	-10	Same	-	-	1	1	0.17961	Y	0.818	1.000
511145	7023	0	1936759	16523	0	Same	-	-	1	1	0.58333	N	0.811	0.001
511145	7023	0	16523	16524	0	Same	-	-	1	1	0.47917	N	0.772	0.002
511145	7023	0	16524	16525	304	Same	-	-	1	1	0.04348	N	-0.327	1.000
511145	7023	0	16525	16526	129	Same	-	-	1	1	0	N	0.357	1.000
511145	7023	0	16526	16527	164	Divergent	-	+	1	1	0.08333		0.205	0.004
511145	7023	0	16527	16528	4	Same	+	+	1	1	0.15789		0.448	1.000
511145	7023	0	16528	16529	5	Same	+	+	1	1	0.16667	N	0.450	1.000
511145	7023	0	16529	16530	240	Convergent	+	-	1	1	0.07143	N	-0.150	
511145	7023	0	16530	16531	96	Same	-	-	1	1	0.33333		0.391	
511145	7023	0	16531	16532	61	Same	-	-	1	1	0.2037		0.305	
511145	7023	0	16532	16533	-13	Same	-	-	1	1	0.05921		0.362	
511145	7023	0	16533	16534	214	Divergent	-	+	1	1	0.03947		0.129	1.000
511145	7023	0	16534	16535	4	Same	+	+	1	1	0.02474	N	0.416	1.000
511145	7023	0	16535	16536	6	Convergent	+	-	1	1	0.01031	N	0.120	1.000
511145	7023	0	16536	16537	46	Same	-	-	1	1	0.25	N	0.432	
511145	7023	0	16537	16538	13	Same	-	-	1	1	0.10638	N	0.425	
511145	7023	0	16538	16539	10	Same	-	-	1	1	0	Y	0.538	1.000
511145	7023	0	16539	16540	21	Same	-	-	1	1	0	Y	0.373	0.001
511145	7023	0	16540	16541	179	Divergent	-	+	1	1	0	N	0.275	1.000
511145	7023	0	16541	16542	191	Same	+	+	1	1	0		0.418	
511145	7023	0	16542	16543	470	Same	+	+	1	1	0		0.282	
511145	7023	0	16543	16544	12	Same	+	+	1	1	0		0.292	
511145	7023	0	16544	16545	118	Same	+	+	1	1	0		0.549	
511145	7023	0	16545	16546	-3	Same	+	+	1	1	0		0.389	
511145	7023	0	16546	16547	475	Same	+	+	1	1	0		0.399	
511145	7023	0	16547	16548	11	Same	+	+	1	1	0		0.532	
511145	7023	0	16548	16549	151	Same	+	+	1	1	0		0.405	
511145	7023	0	16549	16550	149	Convergent	+	-	1	1	0		-0.036	
511145	7023	0	16550	16551	-3	Same	-	-	1	1	0.4	Y	0.596	
511145	7023	0	16551	16552	217	Same	-	-	1	1	0.22222	N	0.244	1.000
511145	7023	0	16552	16553	-10	Same	-	-	1	1	0.55556	N	0.314	1.000
511145	7023	0	16553	16554	11	Same	-	-	1	1	0.375	N	0.363	1.000
511145	7023	0	16554	16555	12	Same	-	-	1	1	0.66667	Y	0.375	
511145	7023	0	16555	16556	107	Same	-	-	1	1	0.18182	Y	0.280	
511145	7023	0	16556	16557	39	Same	-	-	1	1	0.45455	Y	0.354	
511145	7023	0	16557	16558	-3	Same	-	-	1	1	0.09524	N	0.252	1.000
511145	7023	0	16558	16559	-3	Same	-	-	1	1	0.21429	Y	0.403	
511145	7023	0	16559	16560	-25	Same	-	-	1	1	0.16667	Y	0.630	
511145	7023	0	16560	16561	13	Same	-	-	1	1	0	Y	0.264	1.000
511145	7023	0	16561	16562	293	Same	-	-	1	1	0.06977	N	0.020	1.000
511145	7023	0	16562	16563	289	Divergent	-	+	1	1	0	N	0.110	1.000
511145	7023	0	16563	16564	20	Same	+	+	1	1	0.73913	Y	0.888	1.000
511145	7023	0	16564	16565	95	Convergent	+	-	1	1	0.26087		0.194	
511145	7023	0	16565	16566	126	Same	-	-	1	1	0.33333		0.175	
511145	7023	0	16566	16567	68	Same	-	-	1	1	0.16667	N	0.288	1.000
511145	7023	0	16567	16568	206	Divergent	-	+	1	1	0.33333	N	0.306	1.000
511145	7023	0	16568	16569	164	Same	+	+	1	1	0.13333	N	0.307	0.081
511145	7023	0	16569	3446198	99	Convergent	+	-	1	1	0		-0.061	
511145	7023	0	3446198	16570	381	Divergent	-	+	1	1	0		0.242	
511145	7023	0	16570	16571	4	Same	+	+	1	1	0.2925	N	0.442	1.000
511145	7023	0	16571	1936770	28	Same	+	+	1	1	0.025		0.264	
511145	7023	0	1936770	16572	110	Convergent	+	-	1	1	0		0.498	
511145	7023	0	16572	16573	74	Same	-	-	1	1	0		0.110	1.000
511145	7023	0	16573	16574	15	Same	-	-	1	1	0.02857		0.224	1.000
511145	7023	0	16574	16575	168	Same	-	-	1	1	0.00565		-0.207	1.000
511145	7023	0	16575	16576	213	Same	-	-	1	1	0.01883	N	0.477	1.000
511145	7023	0	16576	16577	17	Same	-	-	1	1	0.26728	Y	0.654	1.000
511145	7023	0	16577	16578	146	Divergent	-	+	1	1	0.17972	Y	0.573	1.000
511145	7023	0	16578	16579	0	Same	+	+	1	1	0.1019	N	0.727	1.000
511145	7023	0	16579	16580	253	Same	+	+	1	1	0	N	-0.122	1.000
511145	7023	0	16580	16581	0	Same	+	+	1	1	0	Y	0.475	1.000
511145	7023	0	16581	16582	11	Same	+	+	1	1	0	Y	0.338	1.000
511145	7023	0	16582	16583	17	Same	+	+	1	1	0.41176	Y	0.062	1.000
511145	7023	0	16583	16584	12	Same	+	+	1	1	0.09286	Y	0.341	0.006
511145	7023	0	16584	16585	5	Same	+	+	1	1	0.86429	Y	0.153	0.006
511145	7023	0	16585	16586	-10	Same	+	+	1	1	0.01587	Y	0.337	0.006
511145	7023	0	16586	16587	10	Same	+	+	1	1	0.04444	Y	0.386	1.000
511145	7023	0	16587	16588	-3	Same	+	+	1	1	0.22222	Y	0.150	1.000
511145	7023	0	16588	16589	-7	Same	+	+	1	1	0.25		0.289	
511145	7023	0	16589	16590	30	Same	+	+	1	1	0		0.431	
511145	7023	0	16590	16591	22	Same	+	+	1	1	0	N	0.012	1.000
511145	7023	0	16591	16592	38	Convergent	+	-	1	1	0		0.493	
511145	7023	0	16592	16593	213	Divergent	-	+	1	1	0.05699		0.355	
511145	7023	0	16593	16594	21	Same	+	+	1	1	0.25907		0.225	1.000
511145	7023	0	16594	16595	138	Convergent	+	-	1	1	0.05473		-0.088	1.000
511145	7023	0	16595	16596	95	Same	-	-	1	1	0.04762		0.146	1.000
511145	7023	0	16596	16597	86	Same	-	-	1	1	0.10143	Y	0.661	1.000
511145	7023	0	16597	16598	325	Divergent	-	+	1	1	0.01608	Y	0.532	1.000
511145	7023	0	16598	16599	0	Same	+	+	1	1	0.23015	Y	0.707	0.002
511145	7023	0	16599	16600	172	Same	+	+	1	1	0.01701	N	0.204	1.000
511145	7023	0	16600	16601	5	Same	+	+	1	1	0.48571	Y	0.575	1.000
511145	7023	0	16601	16602	39	Convergent	+	-	1	1	0.0625	N	-0.024	
511145	7023	0	16602	16603	352	Divergent	-	+	1	1	0		0.116	
511145	7023	0	16603	16604	311	Same	+	+	1	1	0		-0.023	
511145	7023	0	16604	16605	16	Same	+	+	1	1	0.27273		0.195	
511145	7023	0	16605	16606	93	Convergent	+	-	1	1	0		-0.369	
511145	7023	0	16606	16607	69	Same	-	-	1	1	0.19009	Y	0.826	0.001
511145	7023	0	16607	16608	162	Divergent	-	+	1	1	0.0666	N	0.352	1.000
511145	7023	0	16608	16609	-3	Convergent	+	-	1	1	0.02448		0.092	
511145	7023	0	16609	16610	70	Same	-	-	1	1	0.00907		0.449	
511145	7023	0	16610	16611	118	Same	-	-	1	1	0.20262		0.597	1.000
511145	7023	0	16611	16612	11	Same	-	-	1	1	0.49189		0.630	1.000
